status,name,period,current_page_birthday,existing_reference_birthday,official_month_day,original_issue_types,explicit_birthday_date_hits,birthday_word_hits_without_candidate_date,candidate_date_hits_without_birthday_word
insufficient_explicit_birthday_evidence,魏小燕,CKG48二期生,1999-02-21,1997-02-21,,existing_unreviewed_mismatch,,,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:129 [current;reference] 2月20日：徐伊人（HⅡ→SⅡ）、楼澍（BEJ预备生→J）、戴紫薇（CKG预备生→K→CKG）、夏奕欣（SNH预备生）、**沈馨**（SNH预备生→NⅡ） / 2月21日：任蔓琳（BEJ预备生→E→BEJ）、王芊诺（原名王翠菲，Z→Z兼任CKG→NⅢ）、臧聪（SⅢ→E）、魏小燕（CKG预备生→K→CKG）、彭含灵（CKG）、**耿钰嘉**（CGT预备生） / 2月22日：樊曦月（K）
insufficient_explicit_birthday_evidence,王振楠,CKG48九期生,2004-10-30,2004-10-03,,existing_unreviewed_mismatch,,,bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:883 [current_full;current] ![](https://i0.hdslb.com/bfs/new_dyn/9dd2ca1d33f511a8db8d5755f6ff0002392751160.jpg) / 王振楠 / 王振楠（2004年10月30日生人） | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:885 [current_full;current] 王振楠 / 王振楠（2004年10月30日生人） / 昵称：噜噜； | bilibili_readlist_449366_md/039_SNH48 Group成立至今各成员生日一览（10月份-12月份，持续更新中）_cv14452681.md:81 [current] 10月29日：於佳怡（XⅡ→HⅡ→IDOLS FT）、周洁艺（B）、**芦馨怡**（SNH预备生→SⅡ）、章泽婷（GNZ预备生）、**谭景文**（CKG预备生→C）、**李子忻**（SNH预备生→X） / 10月30日：林堃（E）、刘力菲（NⅢ→**荣誉毕业生**）、吴思琪（GNZ预备生→NⅢ→IDOLS FT）、**叶溁语**（GNZ预备生→Z）、**王振楠**（CKG预备生） / 10月31日：何晓玉（NⅡ）、张瀚引（SNH预备生）
insufficient_explicit_birthday_evidence,周雨涵,CKG48九期生,2007-08-20,2007-08-02,,existing_unreviewed_mismatch,,,bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:139 [current] 8月19日：段艺璇（XⅡ→B→SⅡ→**荣誉毕业生**）、**左婧媛**（NⅢ→GNZ预备生→NⅢ→GNZ预备生→NⅢ→SNH预备生→X→暂休→IDOLS FT）、**何蔡娴**（GⅡ） / 8月20日：董芷依（SNH）、冯嘉宝（SHY预备生→IDOLS FT）、朱燕（SⅢ→IDOLS FT）、**周是汝**（GNZ预备生→CⅡ）、**柳雨呈**（SNH预备生→SⅡ）、**周雨涵**（CKG预备生） / 8月21日：张笑盈（E→NⅡ→**荣誉毕业生**）、符冰冰（GNZ预备生 | bilibili_readlist_449366_md/066_SNH48 Group初亮相是预备生的成员一览（SHY48 & CKG48 & CGT48篇）_cv16930196.md:151 [current] 娜则乃（2025年8月20日被到付） / **余茜果****①****，何诗雨，廖雨涵，王振楠，周雨涵** / ### **CKG十期：** | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:905 [current_full;current] ![](https://i0.hdslb.com/bfs/new_dyn/97742e4c148f8bde90bdfb1eaad87ce0392751160.jpg) / 周雨涵 / 周雨涵（2007年8月20日生人） | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:907 [current_full;current] 周雨涵 / 周雨涵（2007年8月20日生人） / 昵称：饼饼、小涵；
insufficient_explicit_birthday_evidence,陈韵佳,CKG48六期生,1999-12-12,2000-12-22,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/253_CKG48（第二次分队时期）历年生日公演视频汇总（持续更新中）_cv26638770.md:95 [20231118 CKG48 TeamK《以爱之名》处女座（张思妍、张伟依）生日公演](https://www.bilibili.com/video/BV19H4y1q71z) / [20231216 CKG48 TeamK《以爱之名》射手座（胡丹、陈韵佳）生日公演](https://www.bilibili.com/video/BV14G411a7Y6) / [20231230 CKG48 TeamK《以爱之名》何馨曼生日公演](https://www.bilibili. | bilibili_readlist_449360_md/253_CKG48（第二次分队时期）历年生日公演视频汇总（持续更新中）_cv26638770.md:107 [20240503 CKG48 TeamK《以爱之名》狮子座&巨蟹座&双子座（张莉莉、张咏烨、张钰叶）生日公演](https://www.bilibili.com/video/BV1yt421F7Bk) / [20241130 CKG48 TeamK《奇幻加冕礼》射手座（陈韵佳、胡丹）生日公演](https://www.bilibili.com/video/BV1YFzfYxEML) / [20241228 CKG48 TeamK《奇幻加冕礼》摩羯座&水瓶座（胡思颖、吴志越） | bilibili_readlist_449360_md/253_CKG48（第二次分队时期）历年生日公演视频汇总（持续更新中）_cv26638770.md:123 [20250628 CKG48 TeamK《奇幻加冕礼》处女座（袁希璨、张伟依）生日公演](https://www.bilibili.com/video/BV1J8g9zZEpu) / [20251002 CKG48 TeamK《奇幻加冕礼》射手座（陈韵佳、胡丹）生日公演](https://www.bilibili.com/video/BV1jZHPz1EUh) / ### **2026年：** | bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1331 9月20日：吴志越。 / 10月2日（**胡丹、陈韵佳生日公演**）：胡丹。 / 10月5日：陈韵佳。 | bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1333 10月2日（**胡丹、陈韵佳生日公演**）：胡丹。 / 10月5日：陈韵佳。 / 10月7日（**中秋节主题公演**）：张咏烨。,bilibili_readlist_449366_md/039_SNH48 Group成立至今各成员生日一览（10月份-12月份，持续更新中）_cv14452681.md:181 [current] 12月11日：张云梦（HⅢ）、叶万仪（SNH未分队且未正式公开） / 12月12日：王柏硕（HⅡ→SNH预备生）、刘菊子（NⅡ）、南翎璞（SⅢ）、陈韵佳（CKG→K） / 12月13日：陈韫凌（XⅡ→X→IDOLS FT）、**韩云伊**（SNH预备生）
insufficient_explicit_birthday_evidence,刘星雨,CKG48六期生,2003-09-06,2002-09-06,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/253_CKG48（第二次分队时期）历年生日公演视频汇总（持续更新中）_cv26638770.md:91 ### **2023年：** / [20231003 CKG48 TeamK《以爱之名》处女座（刘星雨、彭夕株）生日公演](https://www.bilibili.com/video/BV1t94y1h7eh) / [20231118 CKG48 TeamK《以爱之名》处女座（张思妍、张伟依）生日公演](https://www.bilibili.com/video/BV19H4y1q71z) | bilibili_readlist_449360_md/253_CKG48（第二次分队时期）历年生日公演视频汇总（持续更新中）_cv26638770.md:119 [20250503 CKG48 TeamK《奇幻加冕礼》天秤座&狮子座（何馨曼、张莉莉）生日公演](https://www.bilibili.com/video/BV1UQGRzJE7q) / [20250614 CKG48 TeamK《奇幻加冕礼》处女座（刘星雨、张思妍）生日公演](https://www.bilibili.com/video/BV15oM4zBEFZ) / [20250628 CKG48 TeamK《奇幻加冕礼》处女座（袁希璨、张伟依）生日公演](http | bilibili_readlist_449360_md/253_CKG48（第二次分队时期）历年生日公演视频汇总（持续更新中）_cv26638770.md:135 [20260418 CKG48 TeamK《我的太阳》金牛座&处女座（卢美廷、张伟依）生日公演](https://www.bilibili.com/video/BV1mWdZB7EkJ?spm_id_from=333.40164.top_right_bar_window_dynamic.content.click) / [20260501 CKG48 TeamK《我的太阳》处女座（刘星雨、张思妍）生日公演](https://www.bilibili.com/video/BV1 | bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1305 6月1日（**何馨曼季度MVP环节**）：何馨曼。 / 6月14日（**刘星雨、张思妍生日公演**）：刘星雨。 / 6月15日（**姬梦真、张伟依青春时刻**）：姬梦真。 | bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1311 6月28日（**袁希璨、张伟依生日公演**）：袁希璨。 / 7月5日（**刘星雨、卓思佳、张思妍青春时刻**）：刘星雨。 / 7月12日（**吴志越、张莉莉、张咏烨青春时刻**）：张咏烨。,bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1325 [current;reference] 8月30日（**何馨曼季度MVP环节**）：何馨曼。 / 9月6日：刘星雨。 / 9月13日：张莉莉。 | bilibili_readlist_449360_md/206_CKG48 新TeamK复刻公演《奇幻加冕礼》大事年表（不完全统计）_cv39764133.md:175 [current;reference] 9月6日： / 本场今日之星：刘星雨。 / 9月13日： | bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:185 [current;reference] 9月5日： / 9月6日：赖梓惜（SⅢ→Z）、李彬玉（SⅢ）、武晓迪（SHY预备生）、**刘星雨**（CKG→K） / 9月7日：唐安琪（NⅡ）、贝楚涵（SNH预备生→SⅡ）、彭夕株（CKG→K→CKG预备生→暂休→IDOLS FT）、**林家谊**（GNZ预备生→G） | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:593 [current_full;current;reference] ![](https://i0.hdslb.com/bfs/new_dyn/cf451177b98707a7e70e52547a474597392751160.jpg) / 刘星雨 / 刘星雨（2003年9月6日生人） | bilibili_readlist_449366_md/057_CKG48 TeamC、TeamK以及预备生在团成员简单科普（持续更新中）_cv11818582.md:595 [current_full;current;reference] 刘星雨 / 刘星雨（2003年9月6日生人） / 昵称：狒狒；
insufficient_explicit_birthday_evidence,余芸萱,CKG48四期生,2000-09-04,2002-02-08,,existing_unreviewed_mismatch,,,bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:181 [current] 9月3日：汤敏（SNH不分队）、**王思予**（CKG预备生→C→C兼任NⅢ） / 9月4日：赵笛儿（E）、余芸萱（CKG→IDOLS FT） / 9月5日：
insufficient_explicit_birthday_evidence,江雨航,GNZ48九期生,1998-06-06,2000-06-06,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/174_GNZ48拼盘公演《他们所不知道的》系列大事年表（不完全统计）_cv16617127.md:173 10月1日： / 双子座&狮子座（陈楠茜、江雨航、吴羽霏）生日公演。 / 10月3日： | bilibili_readlist_449360_md/028_GNZ48大事年表（2019年—2021年，不完全统计）_cv20788381.md:1897 12月5日： / TeamNⅢ《Fiona.N》水瓶座&双子座（郑丹妮、陈楠茜、江雨航、杨若惜）生日主题公演。 / 12月10日： | bilibili_readlist_449360_md/364_GNZ48九期生至十五期生公演达成场次一览（不完全统计）_cv40019710.md:27 **江雨航（现艺名赵晓莼）、姜欣瑶、吕思琪、王琰、郑奕雯。** / **江雨航（现艺名赵晓莼，在团期间隶属GNZ48预备生、TeamNⅢ、IDOLS FT）：** / 20场（GNZ48预备生时期）：20210417 20210417 GNZ48 Class4《Waiting 4（肆）》李姗姗&曾佳生日公演； | bilibili_readlist_449360_md/248_GNZ48历年生日公演视频汇总（TeamNⅢ篇，持续更新中）_cv19516315.md:167 [20210109 GNZ48 Class4《Waiting 4（肆）》吴羽霏、吴思琪生日公演](https://www.bilibili.com/video/BV16y4y127Co/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20210417 GNZ48 Class4《Waiting 4（肆）》李姗姗（G）、曾佳生日公演（预备生江雨航20场公演达成，预备生吕思琪20场公演达成） | bilibili_readlist_449360_md/248_GNZ48历年生日公演视频汇总（TeamNⅢ篇，持续更新中）_cv19516315.md:189 [20211114 GNZ48 Class8《无限♾（捌）》天秤座&天蝎座（洪静雯、冼燊楠）生日公演](https://www.bilibili.com/video/BV1Eg411T7Rh/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20211205 GNZ48 TeamNⅢ《Fiona.N》水瓶&双子座（郑丹妮、陈楠茜、江雨航、杨若惜）生日公演（杨若惜100场公演达成）](ht,bilibili_readlist_449366_md/037_SNH48 Group成立至今各成员生日一览（4月份-6月份，持续更新中）_cv14439155.md:181 [current;reference] 6月5日：陈欣妤（NⅢ）、王炯义（Z→暂休→Z）、钟洁玟（现艺名钟沅芫，GNZ预备生→CⅡ，后被开除）、**聂渝景**（BEJ→B）、**丁甄奥果**（GNZ预备生） / 6月6日：杨海赆（SNH未分队）、王依君（NⅡ）、王奕（HⅡ→HⅡ兼任FT→HⅡ）、赵梦婷（HⅡ，后被开除）、罗雪丽（E）、江雨航（现艺名赵晓莼，GNZ预备生→NⅢ→GNZ预备生→IDOLS FT）、孟清渝（B）、刘艾萌（CKG预备生） / 6月7日：易嘉爱（NⅡ）、李晶（X）、钱艺（NⅡ）、**禹佳蔚**
insufficient_explicit_birthday_evidence,李家敏,GNZ48十九期生,2006-01-04,2007-01-04,,existing_unreviewed_mismatch,,,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:29 [current;reference] 1月3日：成珏（SⅡ→SNH预备生）、冯思佳（E→HⅡ） / 1月4日：**李家敏**（GNZ预备生） / 1月5日：张宸祎（BEJ→B）、郑照暄（BEJ→B→B兼任NⅡ） | bilibili_readlist_449366_md/056_GNZ48 在团预备生简单科普（持续更新中）_cv13020113.md:113 [current_full;current;reference] ![](https://i0.hdslb.com/bfs/new_dyn/b6317a54e48984bda2e27cf50ef23c5f392751160.jpg) / 李家敏 / 李家敏（2006年1月4日生人） | bilibili_readlist_449366_md/056_GNZ48 在团预备生简单科普（持续更新中）_cv13020113.md:115 [current_full;current;reference] 李家敏 / 李家敏（2006年1月4日生人） / 昵称：辣椒面；
insufficient_explicit_birthday_evidence,孔渊,GNZ48十六期生,2004-07-14,2004-04-17,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/379_SNH48 Group 2026年度获得今日之星（公演单场MVP）成员一览_cv44354518.md:715 3月28日（**朱丽娜生日公演**）：朱丽娜。 / 4月4日：孔渊。 / 4月6日：林恩同。,bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:49 [current] 7月13日：汪佳翎（X）、赵韩倩（SⅡ）、叶苗苗（J）、刘丽千（SⅡ）、王依柳（SNH预备生→X）、杨子涵（CGT预备生） / 7月14日：陆叶卉（SⅡ）、孔渊（GNZ预备生→G） / 7月15日：
accepted_update_applied,叶溁语,GNZ48十三期生,2002-10-30,2002-10-30,,existing_unreviewed_mismatch,bilibili_readlist_449366_md/055_GNZ48 TeamZ在团成员简单科普（持续更新中）_cv11813287.md:229 [reference_full;current;reference] 叶溁语 / 叶溁语（2002年10月30日生人） / 出生地：广东韶关，GNZ十三期生；,bilibili_readlist_449360_md/250_GNZ48历年生日公演视频汇总（预备生篇）_cv19560818.md:83 [20231002 GNZ48 TeamNⅢ《启程：TeamNⅢ》双子座&巨蟹座【陈楠茜（NⅢ）、陆靖婷（NⅢ）、项宇婧】生日公演](https://www.bilibili.com/video/BV1sj411b7ky/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20231104 GNZ48 TeamZ《启程：TeamZ》2.0 天蝎座【徐楚雯（Z）、张幼柠（Z）、叶溁语】生日公 | bilibili_readlist_449360_md/174_GNZ48拼盘公演《他们所不知道的》系列大事年表（不完全统计）_cv16617127.md:305 杨媛媛生日公演。 / IDOLS FT成员谢菲菲、GNZ预备生叶溁语（均是代役）《他们所不知道的TeamZ》公演首演。 / 12月30日： | bilibili_readlist_449360_md/176_GNZ48焕新公演《星宿》系列大事年表（不完全统计）_cv33730796.md:997 11月17日： / 天蝎座&射手座（杨媛媛、叶溁语）生日公演。 / 12月1日： | bilibili_readlist_449360_md/029_GNZ48大事年表（2022年—2024年，不完全统计）_cv20812525.md:1439 **SNH48 Group年度青春盛典TOP16星光组全国巡演成都站演出（其中TeamG成员曾艾佳，TeamNⅢ成员郑丹妮、刘力菲、洪静雯，TeamZ成员陈珂、朱怡欣参加）。** / TeamZ《启程：TeamZ》2.0 天蝎座【徐楚雯、张幼柠、叶溁语（GNZ预备生）】生日公演。 / 11月5日： | bilibili_readlist_449360_md/029_GNZ48大事年表（2022年—2024年，不完全统计）_cv20812525.md:2639 11月17日： / TeamZ《斗宿之诀》天蝎座&射手座（杨媛媛、叶溁语）生日公演。 / GNZ预备生鲍雨欣、雷瑞妍、林仪（均是代役）《天枢之弈》公演首演。,bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:1095 [current;reference] 10月26日：程戈 **⑩**。 / 10月30日（**上海巡演**）：叶溁语。 / 11月1日（**杭州巡演**）：（**由于本场公演不直播，因此今日之星资料暂缺**）。 | bilibili_readlist_449366_md/055_GNZ48 TeamZ在团成员简单科普（持续更新中）_cv11813287.md:227 [reference_full;current;reference] ![](https://i0.hdslb.com/bfs/new_dyn/5b7c5702bd31091a6a125ff8551b641f392751160.jpg) / 叶溁语 / 叶溁语（2002年10月30日生人） | bilibili_readlist_449366_md/039_SNH48 Group成立至今各成员生日一览（10月份-12月份，持续更新中）_cv14452681.md:81 [current;reference] 10月29日：於佳怡（XⅡ→HⅡ→IDOLS FT）、周洁艺（B）、**芦馨怡**（SNH预备生→SⅡ）、章泽婷（GNZ预备生）、**谭景文**（CKG预备生→C）、**李子忻**（SNH预备生→X） / 10月30日：林堃（E）、刘力菲（NⅢ→**荣誉毕业生**）、吴思琪（GNZ预备生→NⅢ→IDOLS FT）、**叶溁语**（GNZ预备生→Z）、**王振楠**（CKG预备生） / 10月31日：何晓玉（NⅡ）、张瀚引（SNH预备生）
insufficient_explicit_birthday_evidence,赵翊民,GNZ48一期生,1997-08-18,1999-08-18,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/027_GNZ48大事年表（2016年—2018年，不完全统计）_cv20725695.md:1077 8月20日： / **TeamZ成员赵翊民退团（****2020年以IDOLS FT身份回归，之后再次退团****）。** / TeamG《双面偶像》曾艾佳生日公演。,bilibili_readlist_449366_md/038_SNH48 Group成立至今各成员生日一览（7月份-9月份，持续更新中）_cv14439157.md:135 [current;reference] 8月17日：**宋筱璐**（GNZ预备生→CⅡ）、胡琪涵（CGT预备生） / 8月18日：杜亚轩（J）、徐佳音（GNZ预备生→G→海外练习生→NⅢ）、赵翊民（Z→IDOLS FT）、章宇阳（K）、**朱瑞缘**（CKG→C→C兼任X）、**刘小涵**（SNH预备生→X）、李虞龙若（SNH预备生→HⅡ）**②** / 8月19日：段艺璇（XⅡ→B→SⅡ→**荣誉毕业生**）、**左婧媛**（NⅢ→GNZ预备生→NⅢ→GNZ预备生→NⅢ→SNH预备生→X→暂休→IDOLS FT）
insufficient_explicit_birthday_evidence,王菲妍,SHY48二期生,1999-01-27,2000-01-27,,existing_unreviewed_mismatch,bilibili_readlist_449360_md/188_SHY48 TeamHⅢ复刻公演《梦想的旗帜》《美丽世界》大事年表（不完全统计）_cv16376101.md:217 [current;reference] **1月27日：** / 王菲妍生日公演。 / **2月10日：** | bilibili_readlist_449360_md/031_SHY48大事年表（不完全统计）_cv19681855.md:775 [current;reference] 1月27日： / TeamHⅢ《美丽世界》王菲妍生日公演。 / 1月31日，,bilibili_readlist_449360_md/017_SNH48 TeamX大事年表（2015年—2018年，不完全统计）_cv21028505.md:1493 11月4日： / TeamX《命运的X号》孙歆文生日公演暨金曲大赏B50速报【**SHY48 TeamHⅢ成员高崇、刘静晗、王菲妍（均是代役）《命运的X号》公演首演**】。 / 11月11日： | bilibili_readlist_449360_md/117_SNH48 TeamX《命运的X号》公演大事年表（不完全统计）_cv15027013.md:173 孙歆文生日公演暨金曲大赏B50速报； / SHY48 TeamHⅢ成员高崇、刘静晗、王菲妍（三人均是代役）《命运的X号》公演首演。 / **11月17日：** | bilibili_readlist_449360_md/117_SNH48 TeamX《命运的X号》公演大事年表（不完全统计）_cv15027013.md:253 **3月23日：** / 王菲妍生日公演。 / **（从2019年3月29日开始，《命运的X号》公演和《Girl X》公演轮跳，以下只统计《命运的X号》部分）** | bilibili_readlist_449360_md/240_SNH48历年生日公演视频汇总（TeamX篇，持续更新中）_cv19374029.md:153 [20190316 SNH48 TeamX《命运的X号》李星羽生日公演（张琼予200场公演达成）](https://www.bilibili.com/video/BV11b411J79N/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20190323 SNH48 TeamX《命运的X号》王菲妍生日公演](https://www.bilibili.com/video/BV1Ub4117 | bilibili_readlist_449360_md/240_SNH48历年生日公演视频汇总（TeamX篇，持续更新中）_cv19374029.md:191 ## **2020年：** / [20200625 SNH48 TeamX《遗忘的国度》王菲妍生日公演](https://www.bilibili.com/video/BV1Bk4y1q7eP/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20200912 SNH48 TeamX《遗忘的国度》李钊生日公演](https://www.bilibili.com/video/BV1JV41,bilibili_readlist_449360_md/018_SNH48 TeamX大事年表（2019年—2021年，不完全统计）_cv21106928.md:63 [current;reference] **TeamX成员陈韫凌被下放IDOLS FT。** / **吕一（原TeamSⅡ兼任TeamX）、李星羽（原TeamFT）、刘静晗（原SHY48 TeamHⅢ）、王菲妍（原SHY48 TeamHⅢ）、冉蔚（原CKG48 TeamC）正式移籍TeamX。** / 1月27日： | bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:75 [current;reference] 1月26日：郑丹妮（NⅢ→NⅢ兼HⅡ）、黄汝彤（GNZ预备生→NⅢ）、**李咏薇**（GNZ预备生→NⅢ） / 1月27日：陈问言（NⅡ）、王菲妍（现艺名祁乐，HⅢ→X）、张怡婷（SNH预备生→X）、**何绮多**（SNH预备生） / 1月28日：雨婷儿（本名丛昱婷，SNH不分队）、黄彤扬（NⅡ→SNH预备生）
insufficient_explicit_birthday_evidence,成珏,SNH48六期生,1997-01-03,1996-01-03,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/005_SNH48 TeamSⅡ大事年表（2013年—2018年，不完全统计）_cv21809505.md:1297 3月26日： / **11位SNH六期生亮相，其中成珏被分到TeamSⅡ。** / TeamSⅡ《十八个闪耀瞬间》蒋芸生日公演。 | bilibili_readlist_449360_md/005_SNH48 TeamSⅡ大事年表（2013年—2018年，不完全统计）_cv21809505.md:1835 TeamSⅡ成员（吴哲晗、袁雨桢、许佳琪）与TeamX成员（邵雪聪、杨冰怡、宋昕冉）、TeamHⅡ成员（孙珍妮、谢妮）参与客串的电视剧《周末父母》第1集在湖南卫视金鹰独播剧场首播。 / TeamSⅡ《心的旅程》成珏生日公演。 / 2月18日： | bilibili_readlist_449360_md/009_SNH48 TeamNⅡ大事年表（2013年—2018年，不完全统计）_cv21808419.md:1413 10月15日： / TeamNⅡ成员林思意与TeamSⅡ成员（孔肖吟、张语格、许佳琪、戴萌、吴哲晗、袁丹妮、袁雨桢、徐子轩、徐晨辰、成珏）、TeamXⅡ成员费沁源受邀参加第十一届金鹰节互联盛典活动。 / TeamNⅡ《专属派对》黄婷婷生日公演。 | bilibili_readlist_449360_md/092_SNH48 TeamSⅡ《心的旅程》公演大事年表（不完全统计）_cv15054724.md:177 **2月12日：** / 成珏生日公演。 / **2月18日：** | bilibili_readlist_449360_md/237_SNH48历年生日公演视频汇总（TeamSⅡ篇，持续更新中）_cv19338668.md:153 ## **2017年：** / [20170212 SNH48 TeamSⅡ《心的旅程》成珏生日公演](https://www.bilibili.com/video/BV13x41127ri/?share_source=copy_web&vd_source=f046264ddbe13426757c3bbec9cf75fe) / [20170218 SNH48 TeamSⅡ《心的旅程》邱欣怡生日公演](https://www.bilibili.com/video/BV1Ex41,bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:27 [current;reference] 1月2日： / 1月3日：成珏（SⅡ→SNH预备生）、冯思佳（E→HⅡ） / 1月4日：**李家敏**（GNZ预备生）
insufficient_explicit_birthday_evidence,冯思佳,SNH48六期生,1999-01-03,1998-01-03,,existing_unreviewed_mismatch,,bilibili_readlist_449360_md/112_SNH48 TeamHⅡ《终极任务》（含B版）公演大事年表（不完全统计）_cv15017574.md:411 **12月2日：** / 冯思佳生日公演。 / **12月22日：** | bilibili_readlist_449360_md/378_SNH48 Group 2025年度获得今日之星（公演单场MVP）成员一览_cv41478208.md:261 6月1日（**李佳恩生日公演 & 作品展演**）：李佳恩。 / 6月14日（**千秋乐公演暨冯思佳、梁怀方作品展演**）：温若其。 / —————————— | bilibili_readlist_449360_md/015_SNH48 TeamHⅡ大事年表（2022年—2024年，不完全统计）_cv21319310.md:911 **TeamHⅡ成员袁一琦“CFBDSIR2149”个人巡演西安站演出。** / TeamHⅡ《终极任务B版》冯思佳生日公演。 / 12月9日： | bilibili_readlist_449360_md/015_SNH48 TeamHⅡ大事年表（2022年—2024年，不完全统计）_cv21319310.md:1447 9月7日： / SNH48 专场生日会第2场（TeamHⅡ参与成员：李佳恩、温若其、冯思佳、郭爽、郝婧怡、孙语姗）。 / 9月10日： | bilibili_readlist_449360_md/141_BEJ48 TeamE《奇幻加冕礼》公演大事年表（不完全统计）_cv15041379.md:37 **1月2日：** / 冯思佳生日公演。 / **1月7日：**,bilibili_readlist_449360_md/023_BEJ48（第一次分队时期）大事年表（不完全统计）_cv20640204.md:1361 [current;reference] TeamB成员段艺璇参与录制的综艺《碎乐斗阵班》第6期在碎乐APP（现菠萝APP）上线。 / SNH48 Group直播团综《48狼人杀》第2期节目播出（从本期开始至12月25日第10期，TeamE成员冯思佳是常驻场外解说成员）。 / 11月3日： | bilibili_readlist_449366_md/036_SNH48 Group成立至今各成员生日一览（1月份-3月份，持续更新中）_cv14439154.md:27 [current;reference] 1月2日： / 1月3日：成珏（SⅡ→SNH预备生）、冯思佳（E→HⅡ） / 1月4日：**李家敏**（GNZ预备生）
